Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,country_code,latitude,longitude
Italy,Carovigno,77,1,1,0,69,1,0,0,77,1,IT,41.87194,12.56738
Spain,Cartama,43,0,1,0,43,0,0,0,19,0,ES,40.463667,-3.74922
Portugal,Charneca De Caparica,39,0,1,0,39,0,1,0,22,0,PT,39.399872,-8.224454
France,Chateauroux,58,1,1,0,38,0,0,0,58,1,FR,46.227638,2.213749
United Kingdom of Great Britain and Northern Ireland,Cheshunt,33,0,1,0,31,0,1,0,33,0,UKI,55.3781,-3.436
India,Chhatarpur,168,3,3,0,74,1,3,0,168,3,IN,20.593684,78.96288
United States of America,Claremore,56,1,1,0,46,0,3,0,56,1,USA,37.0902,-95.7129
Portugal,Abrantes,34,0,1,0,34,0,1,0,16,0,PT,39.399872,-8.224454
Brazil,Acarau,44,0,0,0,22,0,0,0,44,0,BR,-14.235004,-51.92528
Eritrea,Addi Ugri,75,1,1,0,26,0,0,0,75,1,ER,15.179384,39.782334
Benin,Allada,79,1,2,0,18,0,2,0,79,1,BJ,9.30769,2.315834
United States of America,Allouez,30,0,1,0,30,0,3,0,28,0,USA,37.0902,-95.7129
Spain,Muros,36,0,1,0,36,0,2,0,15,0,ES,40.463667,-3.74922
Myanmar,Myanaung,42,0,0,0,23,0,0,0,42,0,MYN,21.9162,95.956
India,Narayanavanam,72,1,0,0,27,0,0,0,72,1,IN,20.593684,78.96288
Spain,Naron,34,0,1,0,34,0,2,0,20,0,ES,40.463667,-3.74922
United States of America,Nashua,68,1,2,0,14,0,14,0,68,1,USA,37.0902,-95.7129
United States of America,Newton,41,0,1,0,37,0,2,0,41,0,USA,37.0902,-95.7129
United States of America,Norman,78,1,1,0,28,0,2,0,78,1,USA,37.0902,-95.7129
Cameroon,Obala,86,1,2,0,24,0,0,0,86,1,CM,7.369722,12.354722
Uzbekistan,Ohangaron,109,2,1,0,64,1,1,0,109,2,UZ,41.377491,64.585262
China,Linshui,200,3,5,0,200,3,7,0,163,3,CN,35.86166,104.195397
Germany,Lubbenau,65,1,1,0,36,0,2,0,65,1,DE,51.165691,10.451526
France,Luce,74,1,1,0,21,0,5,0,74,1,FR,46.227638,2.213749
Russian Federation,Lyubinskiy,38,0,1,0,35,0,0,0,38,0,RF,61.524,105.3188
South Africa,Mabopane,228,4,15,0,14,0,19,0,228,4,ZA,-30.559482,22.937506
India,Mahbubnagar,65,1,0,0,23,0,1,0,65,1,IN,20.593684,78.96288
Croatia,Makarska,58,1,1,0,35,0,1,0,58,1,HR,45.1,15.2
United States of America,Manassas,47,0,1,0,39,0,6,0,47,0,USA,37.0902,-95.7129
United States,Marina,37,0,1,0,37,0,3,0,27,0,US,37.09024,-95.712891
Germany,Marl,36,0,1,0,33,0,2,0,36,0,DE,51.165691,10.451526
Egypt,Marsa Matruh,59,1,1,0,57,1,0,0,59,1,EG,26.820553,30.802498
India,Medak,101,2,1,0,27,0,0,0,101,2,IN,20.593684,78.96288
United States of America,Medford,68,1,3,0,21,0,23,0,68,1,USA,37.0902,-95.7129
United States of America,Melrose Park,52,1,2,0,31,0,10,0,52,1,USA,37.0902,-95.7129
United States of America,Mililani Town,31,0,0,0,31,0,0,0,30,0,USA,37.0902,-95.7129
United States of America,Millville,77,1,1,0,54,1,2,0,77,1,USA,37.0902,-95.7129
Myanmar,Minbu,25,0,0,0,25,0,0,0,19,0,MYN,21.9162,95.956
Dominican Republic,Monte Cristi,63,1,1,0,18,0,5,0,63,1,DO,18.735693,-70.162651
France,Montelimar,123,2,2,0,22,0,4,0,123,2,FR,46.227638,2.213749
United States of America,Morgan City,51,1,0,0,26,0,1,0,51,1,USA,37.0902,-95.7129
Brazil,Presidente Olegario,42,0,1,0,6,0,2,0,42,0,BR,-14.235004,-51.92528
Egypt,Qena,148,2,1,0,60,1,0,0,148,2,EG,26.820553,30.802498
Israel,Qiryat Bialik,82,1,2,0,46,0,6,0,82,1,IL,31.046051,34.851612
Brazil,Quixeramobim,23,0,0,0,11,0,1,0,23,0,BR,-14.235004,-51.92528
Tunisia,Qurunbaliyah,52,1,1,0,52,1,2,0,42,0,TN,33.886917,9.537499
Republic of North Macedonia,Lipkovo,86,1,1,0,47,0,0,0,86,1,RNM,41.6086,21.7453
United States of America,Little Ferry,74,1,2,0,18,0,19,0,74,1,USA,37.0902,-95.7129
Russian Federation,Lokomotivnyy,36,0,1,0,36,0,0,0,19,0,RF,61.524,105.3188
Brazil,Luz,40,0,1,0,6,0,2,0,40,0,BR,-14.235004,-51.92528
Belgium,Machelen,58,1,1,0,30,0,6,0,58,1,BE,50.503887,4.469936
Myanmar,Mae Sai,34,0,1,0,23,0,0,0,34,0,MYN,21.9162,95.956
Russian Federation,Magdagachi,52,1,1,0,26,0,0,0,52,1,RF,61.524,105.3188
Indonesia,Majalaya,84,1,2,0,48,0,1,0,84,1,ID,-0.789275,113.921327
India,Malkangiri,152,3,2,0,47,0,0,0,152,3,IN,20.593684,78.96288
Turkey,Manisa,86,1,1,0,48,0,1,0,86,1,TR,38.963745,35.243322
United States of America,Rosedale,42,0,1,0,30,0,9,0,42,0,USA,37.0902,-95.7129
United States of America,Rutherford,71,1,2,0,19,0,18,0,71,1,USA,37.0902,-95.7129
Japan,Sadowara,26,0,0,0,26,0,1,0,21,0,JP,36.204824,138.252924
Mexico,Ramos Arizpe,81,1,2,0,12,0,5,0,81,1,MX,23.634501,-102.552784
Italy,Ravenna,70,1,1,0,49,0,1,0,70,1,IT,41.87194,12.56738
France,Rennes,51,1,1,0,27,0,3,0,51,1,FR,46.227638,2.213749
Switzerland,Richterswil,53,1,1,0,30,0,1,0,53,1,CH,46.818188,8.227512
Brazil,Rio Claro,151,3,4,0,4,0,10,0,151,3,BR,-14.235004,-51.92528
Colombia,Riohacha,160,3,1,0,22,0,0,0,160,3,CO,4.570868,-74.297333
United States of America,Rogers,49,0,2,0,33,0,4,0,49,0,USA,37.0902,-95.7129
Viet Nam,Son Tay,194,3,4,0,194,3,2,0,150,3,VNM,14.0583,108.2772
Belgium,Sprimont,63,1,1,0,35,0,4,0,63,1,BE,50.503887,4.469936
Bulgaria,Stara Zagora,54,1,1,0,44,0,0,0,54,1,BG,42.733883,25.48583
Russian Federation,Stavropol,36,0,1,0,28,0,1,0,36,0,RF,61.524,105.3188
United States of America,Lake Mary,59,1,1,0,14,0,14,0,59,1,USA,37.0902,-95.7129
United States of America,Lakeland,67,1,2,0,1,0,23,0,67,1,USA,37.0902,-95.7129
France,Le Kremlin Bicetre,72,1,2,0,27,0,6,0,72,1,FR,46.227638,2.213749
South Africa,Lebowakgomo,168,3,6,0,24,0,6,0,168,3,ZA,-30.559482,22.937506
Sweden,Lerum,42,0,1,0,42,0,2,0,24,0,SE,60.128161,18.643501
Brazil,Missao Velha,37,0,1,0,9,0,3,0,37,0,BR,-14.235004,-51.92528
Guatemala,Mixco,87,1,2,0,6,0,7,0,87,1,GT,15.783471,-90.230759
United Republic of Tanzania,Mkuranga,35,0,0,0,19,0,0,0,35,0,URM,-6.369028,34.888822
Central African Republic,Mongoumba,83,1,3,0,19,0,0,0,83,1,CF,6.611111,20.939444
Russian Federation,Monino,65,1,1,0,18,0,12,0,65,1,RF,61.524,105.3188
United States of America,Montclair,69,1,2,0,20,0,16,0,69,1,USA,37.0902,-95.7129
Mali,Markala,74,1,1,0,16,0,0,0,74,1,ML,17.570692,-3.996166
Morocco,Marrakesh,52,1,1,0,25,0,3,0,52,1,MA,31.791702,-7.09262
Jamaica,May Pen,125,2,2,0,16,0,7,0,125,2,JM,18.109581,-77.297508
Germany,Merzig,64,1,1,0,33,0,4,0,64,1,DE,51.165691,10.451526
Uganda,Mukono,94,1,3,0,23,0,1,0,94,1,UG,1.373333,32.290275
United Republic of Tanzania,Muriti,59,1,1,0,18,0,0,0,59,1,URM,-6.369028,34.888822
United States of America,Muskegon Heights,54,1,1,0,32,0,4,0,54,1,USA,37.0902,-95.7129
Zimbabwe,Mutare,29,0,1,0,21,0,0,0,29,0,ZW,-19.015438,29.154857
Burundi,Muyinga,64,1,3,0,17,0,1,0,64,1,BI,-3.373056,29.918886
United Republic of Tanzania,Namikupa,26,0,0,0,22,0,0,0,26,0,URM,-6.369028,34.888822
Japan,Naruto,27,0,1,0,27,0,3,0,22,0,JP,36.204824,138.252924
Japan,Natori,94,1,1,0,94,1,2,0,64,1,JP,36.204824,138.252924
India,Navsari,114,2,1,0,26,0,0,0,114,2,IN,20.593684,78.96288
France,Neuilly Sur Marne,71,1,2,0,28,0,6,0,71,1,FR,46.227638,2.213749
United States of America,New Bern,45,0,1,0,45,0,3,0,26,0,USA,37.0902,-95.7129
Poland,Nidzica,34,0,1,0,34,0,0,0,24,0,PL,51.919438,19.145136
Belgium,Ninove,66,1,1,0,30,0,6,0,66,1,BE,50.503887,4.469936
Japan,Ome,62,1,1,0,52,1,1,0,62,1,JP,36.204824,138.252924
Italy,Opera,66,1,1,0,37,0,3,0,66,1,IT,41.87194,12.56738
Philippines,Orion,43,0,1,0,27,0,1,0,43,0,PH,12.879721,121.774017
Russian Federation,Osinniki,43,0,1,0,43,0,1,0,29,0,RF,61.524,105.3188
Sweden,Oskarshamn,37,0,1,0,37,0,0,0,18,0,SE,60.128161,18.643501
Portugal,Ourem,30,0,1,0,30,0,2,0,21,0,PT,39.399872,-8.224454
India,Pakaur,85,1,2,0,47,0,2,0,85,1,IN,20.593684,78.96288
Italy,Palagonia,56,1,1,0,44,0,1,0,56,1,IT,41.87194,12.56738
Indonesia,Palimanan,67,1,1,0,48,0,1,0,67,1,ID,-0.789275,113.921327
Ghana,Kpandu,66,1,1,0,17,0,1,0,66,1,GH,7.946527,-1.023194
Norway,Kristiansund,29,0,1,0,29,0,0,0,11,0,NO,60.472024,8.468946
Spain,La Baneza,19,0,0,0,19,0,1,0,16,0,ES,40.463667,-3.74922
France,La Garenne Colombes,71,1,2,0,28,0,5,0,71,1,FR,46.227638,2.213749
United States of America,La Puente,140,2,4,0,2,0,34,0,140,2,USA,37.0902,-95.7129
Indonesia,Labuhan Deli,103,2,2,0,63,1,1,0,103,2,ID,-0.789275,113.921327
Germany,Norden,43,0,1,0,30,0,4,0,43,0,DE,51.165691,10.451526
United States of America,North Branch,50,0,1,0,28,0,4,0,50,0,USA,37.0902,-95.7129
United States of America,North Creek,80,1,2,0,24,0,11,0,80,1,USA,37.0902,-95.7129
United States of America,North Las Vegas,57,1,2,0,12,0,17,0,57,1,USA,37.0902,-95.7129
Philippines,Noveleta,48,0,1,0,27,0,1,0,48,0,PH,12.879721,121.774017
Ukraine,Novyy Buh,35,0,1,0,35,0,1,0,18,0,UA,48.379433,31.16558
United States of America,Odenton,49,0,1,0,29,0,10,0,49,0,USA,37.0902,-95.7129
United States of America,San Fernando,109,2,3,0,6,0,28,0,109,2,USA,37.0902,-95.7129
Guatemala,San Francisco Zapotitlan,99,1,3,0,7,0,11,0,99,1,GT,15.783471,-90.230759
Guatemala,San Juan Cotzal,52,1,1,0,7,0,4,0,52,1,GT,15.783471,-90.230759
Argentina,San Juan,26,0,1,0,8,0,4,0,26,0,AR,-38.416097,-63.616672
Italy,San Martino Di Lupari,67,1,1,0,39,0,2,0,67,1,IT,41.87194,12.56738
Portugal,Santarem,29,0,1,0,29,0,3,0,24,0,PT,39.399872,-8.224454
Brazil,Sao Bernardo,26,0,0,0,11,0,0,0,26,0,BR,-14.235004,-51.92528
Brazil,Sao Jeronimo,19,0,1,0,15,0,2,0,19,0,BR,-14.235004,-51.92528
Brazil,Sao Jose Do Rio Preto,36,0,1,0,4,0,2,0,36,0,BR,-14.235004,-51.92528
Japan,Shimminato,39,0,1,0,39,0,0,0,23,0,JP,36.204824,138.252924
Japan,Shiroi,40,0,1,0,39,0,2,0,40,0,JP,36.204824,138.252924
United States of America,Shively,56,1,2,0,30,0,10,0,56,1,USA,37.0902,-95.7129
United States of America,Sidney,50,0,1,0,26,0,8,0,50,0,USA,37.0902,-95.7129
Italy,Siena,40,0,1,0,40,0,2,0,27,0,IT,41.87194,12.56738
Sudan,Sinkat,170,3,1,0,24,0,0,0,170,3,SD,12.862807,30.217636
Belgium,Sint Truiden,39,0,1,0,31,0,3,0,39,0,BE,50.503887,4.469936
United States of America,Skokie,82,1,2,0,9,0,31,0,82,1,USA,37.0902,-95.7129
Croatia,Slavonski Brod,56,1,1,0,30,0,1,0,56,1,HR,45.1,15.2
Bulgaria,Sliven,39,0,1,0,39,0,0,0,24,0,BG,42.733883,25.48583
France,Sotteville Les Rouen,40,0,1,0,21,0,3,0,40,0,FR,46.227638,2.213749
France,Sucy En Brie,50,0,1,0,22,0,5,0,50,0,FR,46.227638,2.213749
Poland,Swietochlowice,49,0,1,0,27,0,2,0,49,0,PL,51.919438,19.145136
China,Tainan,78,1,2,0,33,0,7,0,78,1,CN,35.86166,104.195397
India,Tajpur,500,5,1,0,67,1,1,0,500,5,IN,20.593684,78.96288
Chile,Talcahuano,54,1,2,0,9,0,9,0,54,1,CL,-35.675147,-71.542969
Estonia,Tallinn,96,1,3,0,25,0,5,0,96,1,EE,58.595272,25.013607
Mexico,Tamuin,55,1,1,0,21,0,2,0,55,1,MX,23.634501,-102.552784
Brazil,Taquari,34,0,1,0,13,0,2,0,34,0,BR,-14.235004,-51.92528
Russian Federation,Tbilisskaya,40,0,1,0,40,0,2,0,31,0,RF,61.524,105.3188
Mexico,Tecate,62,1,2,0,19,0,13,0,62,1,MX,23.634501,-102.552784
Belgium,Temse,42,0,1,0,24,0,5,0,42,0,BE,50.503887,4.469936
France,Issoudun,44,0,1,0,20,0,3,0,44,0,FR,46.227638,2.213749
Brazil,Itajuipe,39,0,1,0,8,0,3,0,39,0,BR,-14.235004,-51.92528
India,Jaitaran,190,3,0,0,36,0,0,0,190,3,IN,20.593684,78.96288
Finland,Jamsa,35,0,1,0,35,0,1,0,34,0,FI,61.92411,25.748151
India,Jansath,500,5,1,0,48,0,1,0,500,5,IN,20.593684,78.96288
Brazil,Jarinu,90,1,2,0,8,0,10,0,90,1,BR,-14.235004,-51.92528
Germany,Nordhorn,32,0,1,0,32,0,2,0,27,0,DE,51.165691,10.451526
United States of America,Normal,54,1,2,0,16,0,12,0,54,1,USA,37.0902,-95.7129
United States of America,North Royalton,48,0,1,0,31,0,8,0,48,0,USA,37.0902,-95.7129
France,Noumea,28,0,0,0,28,0,0,0,7,0,FR,46.227638,2.213749
Slovakia,Nova Dubnica,43,0,1,0,28,0,1,0,43,0,SK,48.669026,19.699024
Germany,Nuremberg,29,0,0,0,29,0,1,0,26,0,DE,51.165691,10.451526
United States of America,Oak Ridge,50,0,1,0,16,0,11,0,50,0,USA,37.0902,-95.7129
Japan,Ogaki,52,1,1,0,46,0,4,0,52,1,JP,36.204824,138.252924
Japan,Ogori,46,0,1,0,46,0,1,0,41,0,JP,36.204824,138.252924
Italy,Oleggio,34,0,1,0,34,0,3,0,30,0,IT,41.87194,12.56738
India,Ondal,171,3,1,0,105,2,1,0,171,3,IN,20.593684,78.96288
India,Palia Kalan,500,5,2,0,152,3,1,0,456,5,IN,20.593684,78.96288
Uganda,Pallisa,73,1,3,0,34,0,1,0,73,1,UG,1.373333,32.290275
Netherlands,Enkhuizen,38,0,0,0,38,0,0,0,36,0,NL,52.132633,5.291266
Germany,Eschwege,55,1,1,0,46,0,0,0,55,1,DE,51.165691,10.451526
Somalia,Eyl,73,1,0,0,19,0,0,0,73,1,SO,5.152149,46.199616
United States of America,Farragut,40,0,1,0,40,0,5,0,33,0,USA,37.0902,-95.7129
China,Fengkou,173,3,10,0,2,0,39,0,173,3,CN,35.86166,104.195397
China,Fengrun,110,2,4,0,69,1,15,0,110,2,CN,35.86166,104.195397
Brazil,Florestopolis,34,0,1,0,19,0,0,0,34,0,BR,-14.235004,-51.92528
India,Fort Gloster,194,3,8,0,11,0,19,0,194,3,IN,20.593684,78.96288
United States of America,Foxborough,46,0,1,0,38,0,2,0,46,0,USA,37.0902,-95.7129
United States of America,Franklin Park,60,1,1,0,30,0,5,0,60,1,USA,37.0902,-95.7129
Italy,Frosinone,68,1,1,0,68,1,0,0,45,0,IT,41.87194,12.56738
Japan,Fujioka,73,1,2,0,7,0,15,0,73,1,JP,36.204824,138.252924
United States of America,Gary,61,1,1,0,35,0,4,0,61,1,USA,37.0902,-95.7129
Nigeria,Gbongan,79,1,2,0,43,0,0,0,79,1,NG,9.081999,8.675277
Belgium,Genappe,54,1,1,0,40,0,1,0,54,1,BE,50.503887,4.469936
Russian Federation,Sovetskaya Gavan,81,1,4,0,19,0,8,0,81,1,RF,61.524,105.3188
United States of America,Starkville,138,2,3,0,40,0,4,0,138,2,USA,37.0902,-95.7129
United States of America,Steger,57,1,1,0,38,0,3,0,57,1,USA,37.0902,-95.7129
United Kingdom of Great Britain and Northern Ireland,Stockton On Tees,40,0,1,0,38,0,0,0,40,0,UKI,55.3781,-3.436
Mexico,Suchiapa,67,1,1,0,29,0,1,0,67,1,MX,23.634501,-102.552784
Georgia,Sukhumi,40,0,1,0,36,0,0,0,40,0,GE,42.315407,43.356892
Israel,Tayibe,56,1,1,0,45,0,4,0,56,1,IL,31.046051,34.851612
Brazil,Terra Nova,26,0,0,0,20,0,0,0,26,0,BR,-14.235004,-51.92528
Mexico,Teziutlan,67,1,1,0,29,0,1,0,67,1,MX,23.634501,-102.552784
Mexico,Tezoyuca,243,4,2,0,39,0,5,0,243,4,MX,23.634501,-102.552784
Philippines,Tigaon,54,1,1,0,21,0,1,0,54,1,PH,12.879721,121.774017
Hungary,Tiszafured,60,1,1,0,50,0,0,0,60,1,HU,47.162494,19.503304
Hungary,Tiszaujvaros,62,1,1,0,51,1,0,0,62,1,HU,47.162494,19.503304
Mexico,Tlaxiaco,62,1,1,0,26,0,0,0,62,1,MX,23.634501,-102.552784
Colombia,Tocaima,86,1,2,0,12,0,4,0,86,1,CO,4.570868,-74.297333
Japan,Towada,100,2,3,0,37,0,10,0,100,2,JP,36.204824,138.252924
Brazil,Tres Lagoas,51,1,1,0,29,0,0,0,51,1,BR,-14.235004,-51.92528
Japan,Tsuchiura,65,1,1,0,27,0,11,0,65,1,JP,36.204824,138.252924
Libya,Tukrah,119,2,1,0,37,0,0,0,119,2,LY,26.3351,17.228331
United States of America,Ukiah,31,0,1,0,30,0,1,0,31,0,USA,37.0902,-95.7129
Malaysia,Sungai Udang,92,1,2,0,21,0,5,0,92,1,MY,4.210484,101.975766
India,Suriapet,158,3,2,0,48,0,3,0,158,3,IN,20.593684,78.96288
China,Taicheng,90,1,2,0,12,0,17,0,90,1,CN,35.86166,104.195397
Indonesia,Tarakan,21,0,1,0,11,0,0,0,21,0,ID,-0.789275,113.921327
Spain,Tarifa,45,0,1,0,45,0,0,0,28,0,ES,40.463667,-3.74922
South Africa,Umkomaas,71,1,1,0,28,0,3,0,71,1,ZA,-30.559482,22.937506
Russian Federation,Ust Katav,39,0,1,0,39,0,0,0,9,0,RF,61.524,105.3188
Brazil,Vazante,24,0,1,0,22,0,0,0,24,0,BR,-14.235004,-51.92528
France,Vendome,56,1,1,0,34,0,1,0,56,1,FR,46.227638,2.213749
Cuba,Venezuela,59,1,1,0,28,0,0,0,59,1,CU,21.521757,-77.781167
Mexico,Veracruz,55,1,1,0,26,0,1,0,55,1,MX,23.634501,-102.552784
Japan,Kani,53,1,1,0,34,0,3,0,53,1,JP,36.204824,138.252924
United States of America,Kapaa,27,0,0,0,27,0,0,0,18,0,USA,37.0902,-95.7129
United Kingdom of Great Britain and Northern Ireland,Kendal,31,0,1,0,31,0,3,0,16,0,UKI,55.3781,-3.436
United States of America,Grand Prairie,55,1,1,0,30,0,5,0,55,1,USA,37.0902,-95.7129
United States of America,Groveton,52,1,2,0,27,0,10,0,52,1,USA,37.0902,-95.7129
Costa Rica,Guacimo,51,1,2,0,7,0,5,0,51,1,CR,9.748917,-83.753428
Mexico,Guerrero Negro,38,0,0,0,35,0,0,0,38,0,MX,23.634501,-102.552784
Pakistan,Gwadar,153,3,1,0,38,0,0,0,153,3,PK,30.375321,69.345116
Jamaica,Half Way Tree,105,2,1,0,20,0,3,0,105,2,JM,18.109581,-77.297508
United Kingdom of Great Britain and Northern Ireland,Hinckley,34,0,1,0,34,0,3,0,20,0,UKI,55.3781,-3.436
Germany,Hockenheim,72,1,1,0,36,0,3,0,72,1,DE,51.165691,10.451526
Germany,Holzwickede,62,1,1,0,30,0,7,0,62,1,DE,51.165691,10.451526
Mexico,Huamantla,168,3,3,0,7,0,9,0,168,3,MX,23.634501,-102.552784
United States of America,Huntington Beach,70,1,2,0,20,0,19,0,70,1,USA,37.0902,-95.7129
United States of America,Huron,56,1,1,0,39,0,1,0,56,1,USA,37.0902,-95.7129
Italy,Iesolo,75,1,1,0,42,0,2,0,75,1,IT,41.87194,12.56738
United Republic of Tanzania,Igurubi,35,0,1,0,14,0,0,0,35,0,URM,-6.369028,34.888822
Brazil,Ipojuca,39,0,0,0,13,0,4,0,39,0,BR,-14.235004,-51.92528
Brazil,Itatiaia,56,1,1,0,10,0,3,0,56,1,BR,-14.235004,-51.92528
Russian Federation,Kamen Na Obi,43,0,1,0,43,0,0,0,26,0,RF,61.524,105.3188
France,Frejus,42,0,1,0,42,0,1,0,28,0,FR,46.227638,2.213749
Spain,Galapagar,59,1,1,0,19,0,5,0,59,1,ES,40.463667,-3.74922
United States of America,Galena Park,104,2,2,0,9,0,12,0,104,2,USA,37.0902,-95.7129
Sweden,Falkenberg,37,0,1,0,37,0,1,0,34,0,SE,60.128161,18.643501
Portugal,Feira,32,0,1,0,32,0,2,0,20,0,PT,39.399872,-8.224454
India,Lalsot,177,3,1,0,43,0,0,0,177,3,IN,20.593684,78.96288
Germany,Langenfeld,35,0,1,0,26,0,4,0,35,0,DE,51.165691,10.451526
United States of America,Lawrence,45,0,1,0,45,0,2,0,37,0,USA,37.0902,-95.7129
France,Le Creusot,35,0,1,0,25,0,1,0,35,0,FR,46.227638,2.213749
United States of America,Leeds,35,0,1,0,29,0,5,0,35,0,USA,37.0902,-95.7129
Norway,Leirvik,31,0,0,0,31,0,0,0,15,0,NO,60.472024,8.468946
Italy,Leonforte,44,0,1,0,42,0,0,0,44,0,IT,41.87194,12.56738
United States of America,Lexington Fayette,66,1,2,0,21,0,15,0,66,1,USA,37.0902,-95.7129
China,Luancheng,185,3,4,0,185,3,5,0,154,3,CN,35.86166,104.195397
Japan,Maebaru,52,1,2,0,45,0,4,0,52,1,JP,36.204824,138.252924
India,Mailani,500,5,2,0,116,2,1,0,471,5,IN,20.593684,78.96288
India,Makum,51,1,2,0,24,0,1,0,51,1,IN,20.593684,78.96288
