Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,country_code,latitude,longitude
India,Chipurupalle,153,3,2,0,22,0,6,0,153,3,IN,20.593684,78.96288
Poland,Chojnow,59,1,1,0,25,0,2,0,59,1,PL,51.919438,19.145136
India,Chotila,157,3,0,0,31,0,1,0,157,3,IN,20.593684,78.96288
United States of America,Cimarron Hills,73,1,1,0,32,0,2,0,73,1,USA,37.0902,-95.7129
Brazil,Claudio,71,1,2,0,3,0,6,0,71,1,BR,-14.235004,-51.92528
Brazil,Clevelandia,17,0,0,0,17,0,0,0,11,0,BR,-14.235004,-51.92528
Brazil,Coari,46,0,1,0,2,0,0,0,46,0,BR,-14.235004,-51.92528
United Kingdom of Great Britain and Northern Ireland,Coatbridge,35,0,1,0,12,0,9,0,35,0,UKI,55.3781,-3.436
Ireland,Cobh,24,0,0,0,24,0,1,0,16,0,IE,53.41291,-8.24389
Brazil,Colatina,45,0,1,0,14,0,2,0,45,0,BR,-14.235004,-51.92528
Romania,Comanesti,61,1,1,0,40,0,0,0,61,1,RO,45.943161,24.96676
Dominican Republic,Comendador,65,1,1,0,12,0,6,0,65,1,DO,18.735693,-70.162651
Italy,Como,112,2,1,0,34,0,4,0,112,2,IT,41.87194,12.56738
Brazil,Conde,19,0,0,0,19,0,0,0,11,0,BR,-14.235004,-51.92528
United Kingdom of Great Britain and Northern Ireland,Consett,31,0,0,0,31,0,2,0,22,0,UKI,55.3781,-3.436
United States of America,Cooper City,152,3,4,0,4,0,19,0,152,3,USA,37.0902,-95.7129
United States of America,Copperas Cove,31,0,1,0,21,0,1,0,31,0,USA,37.0902,-95.7129
Brazil,Cornelio Procopio,37,0,1,0,12,0,1,0,37,0,BR,-14.235004,-51.92528
Argentina,Corrientes,13,0,1,0,12,0,0,0,13,0,AR,-38.416097,-63.616672
Mexico,Cotija,41,0,1,0,8,0,3,0,41,0,MX,23.634501,-102.552784
Italy,Crevalcore,103,2,2,0,28,0,9,0,103,2,IT,41.87194,12.56738
Azerbaijan,Culfa,52,1,1,0,35,0,0,0,52,1,AZ,40.143105,47.576927
Spain,Culleredo,30,0,0,0,30,0,2,0,13,0,ES,40.463667,-3.74922
India,Cuncolim,73,1,0,0,25,0,0,0,73,1,IN,20.593684,78.96288
Brazil,Curvelo,42,0,1,0,2,0,4,0,42,0,BR,-14.235004,-51.92528
Germany,Cuxhaven,35,0,0,0,35,0,0,0,30,0,DE,51.165691,10.451526
United States of America,Cypress Lake,46,0,1,0,25,0,5,0,46,0,USA,37.0902,-95.7129
Poland,Czestochowa,93,1,1,0,27,0,4,0,93,1,PL,51.919438,19.145136
Guinea,Dalaba,63,1,2,0,13,0,0,0,63,1,GN,9.945587,-9.696645
Pakistan,Dalbandin,160,3,0,0,39,0,0,0,160,3,PK,30.375321,69.345116
France,Beaune,39,0,1,0,26,0,1,0,39,0,FR,46.227638,2.213749
United States of America,Bedford,56,1,1,0,18,0,6,0,56,1,USA,37.0902,-95.7129
Ghana,Begoro,105,2,2,0,13,0,2,0,105,2,GH,7.946527,-1.023194
China,Beipiao,93,1,2,0,90,1,1,0,93,1,CN,35.86166,104.195397
Brazil,Bela Cruz,45,0,0,0,22,0,0,0,45,0,BR,-14.235004,-51.92528
Bolivia (Plurinational State of),Bermejo,54,1,1,0,8,0,1,0,54,1,BPA,-16.2902,-63.5887
Germany,Bernburg,36,0,0,0,29,0,2,0,36,0,DE,51.165691,10.451526
United States of America,Berwick,50,0,1,0,35,0,5,0,50,0,USA,37.0902,-95.7129
India,Betma,153,3,1,0,34,0,0,0,153,3,IN,20.593684,78.96288
United States of America,Beverly,48,0,1,0,36,0,5,0,48,0,USA,37.0902,-95.7129
Russian Federation,Bezhetsk,24,0,0,0,24,0,0,0,24,0,RF,61.524,105.3188
Bangladesh,Bhairab Bazar,132,2,3,0,44,0,4,0,132,2,BD,23.684994,90.356331
Pakistan,Bhalwal,179,3,3,0,179,3,2,0,166,3,PK,30.375321,69.345116
India,Bhimavaram,124,2,1,0,36,0,1,0,124,2,IN,20.593684,78.96288
India,Bhinmal,202,4,0,0,34,0,0,0,202,4,IN,20.593684,78.96288
India,Bhiwandi,151,3,1,0,26,0,1,0,151,3,IN,20.593684,78.96288
Indonesia,Binjai,92,1,2,0,45,0,0,0,92,1,ID,-0.789275,113.921327
Brazil,Baiao,39,0,1,0,5,0,0,0,39,0,BR,-14.235004,-51.92528
Russian Federation,Baksan,48,0,1,0,39,0,1,0,48,0,RF,61.524,105.3188
Sudan,Bara,52,1,2,0,17,0,0,0,52,1,SD,12.862807,30.217636
Colombia,Baranoa,104,2,1,0,16,0,2,0,104,2,CO,4.570868,-74.297333
Philippines,Baras,51,1,1,0,27,0,1,0,51,1,PH,12.879721,121.774017
Iran (Islamic Republic of),Bardsir,91,1,1,0,49,0,0,0,91,1,IIM,32.4279,53.688
India,Bari Sadri,167,3,1,0,32,0,0,0,167,3,IN,20.593684,78.96288
Thailand,Nong Bua,38,0,0,0,20,0,0,0,38,0,TH,15.870032,100.992541
Thailand,Nong Han,57,1,0,0,25,0,0,0,57,1,TH,15.870032,100.992541
Netherlands,Noordwijkerhout,41,0,1,0,27,0,5,0,41,0,NL,52.132633,5.291266
United States of America,North Andrews Gardens,78,1,1,0,11,0,12,0,78,1,USA,37.0902,-95.7129
United States of America,Northbridge,47,0,1,0,46,0,2,0,47,0,USA,37.0902,-95.7129
United Kingdom of Great Britain and Northern Ireland,Norwich,29,0,0,0,29,0,3,0,18,0,UKI,55.3781,-3.436
Serbia,Novi Becej,60,1,1,0,34,0,1,0,60,1,RS,44.016521,21.005859
Netherlands,Nuenen,37,0,1,0,32,0,3,0,37,0,NL,52.132633,5.291266
Chile,Nueva Imperial,61,1,2,0,2,0,9,0,61,1,CL,-35.675147,-71.542969
Panama,Nuevo Arraijan,67,1,2,0,20,0,5,0,67,1,PA,8.537981,-80.782127
Mexico,Nuevo Casas Grandes,46,0,1,0,17,0,2,0,46,0,MX,23.634501,-102.552784
United States of America,Oak Lawn,79,1,2,0,13,0,27,0,79,1,USA,37.0902,-95.7129
United States of America,Oakdale,53,1,1,0,24,0,9,0,53,1,USA,37.0902,-95.7129
Ghana,Obuasi,81,1,1,0,18,0,0,0,81,1,GH,7.946527,-1.023194
Japan,Odawara,39,0,1,0,38,0,2,0,39,0,JP,36.204824,138.252924
Germany,Oer Erkenschwick,34,0,1,0,34,0,2,0,27,0,DE,51.165691,10.451526
Republic of North Macedonia,Ohrid,42,0,1,0,41,0,0,0,42,0,RNM,41.6086,21.7453
Japan,Okawa,41,0,2,0,36,0,5,0,41,0,JP,36.204824,138.252924
Poland,Olecko,47,0,1,0,36,0,0,0,47,0,PL,51.919438,19.145136
Germany,Olfen,32,0,1,0,27,0,4,0,32,0,DE,51.165691,10.451526
Brazil,Olindina,25,0,0,0,6,0,1,0,25,0,BR,-14.235004,-51.92528
Japan,Omagari,35,0,1,0,35,0,0,0,15,0,JP,36.204824,138.252924
Netherlands,Oostburg,36,0,1,0,26,0,3,0,36,0,NL,52.132633,5.291266
United States of America,Orem,73,1,2,0,26,0,7,0,73,1,USA,37.0902,-95.7129
United States of America,Orinda,52,1,1,0,22,0,11,0,52,1,USA,37.0902,-95.7129
Poland,Ostrzeszow,35,0,1,0,32,0,1,0,35,0,PL,51.919438,19.145136
Guatemala,Ostuncalco,94,1,3,0,9,0,11,0,94,1,GT,15.783471,-90.230759
Congo,Ouesso,71,1,3,0,18,0,0,0,71,1,COG,-0.228,15.8277
Brazil,Ouro Preto,61,1,2,0,3,0,5,0,61,1,BR,-14.235004,-51.92528
Nigeria,Oyo,80,1,2,0,22,0,1,0,80,1,NG,9.081999,8.675277
Kyrgyzstan,Ozgon,101,2,1,0,60,1,0,0,101,2,KG,41.20438,74.766098
Italy,Pachino,48,0,1,0,45,0,0,0,48,0,IT,41.87194,12.56738
India,Padra,156,3,1,0,33,0,0,0,156,3,IN,20.593684,78.96288
Mauritius,Pailles,30,0,0,0,28,0,0,0,30,0,MU,-20.348404,57.552152
France,Paita,27,0,0,0,27,0,0,0,10,0,FR,46.227638,2.213749
India,Palakkodu,57,1,0,0,30,0,0,0,57,1,IN,20.593684,78.96288
Philippines,Palo,55,1,1,0,20,0,0,0,55,1,PH,12.879721,121.774017
Indonesia,Pamekasan,54,1,1,0,35,0,0,0,54,1,ID,-0.789275,113.921327
China,Panchiao,69,1,1,0,45,0,4,0,69,1,CN,35.86166,104.195397
China,Panshi,76,1,3,0,32,0,2,0,76,1,CN,35.86166,104.195397
China,Panzhihua,74,1,3,0,29,0,2,0,74,1,CN,35.86166,104.195397
Brazil,Paragominas,36,0,1,0,2,0,0,0,36,0,BR,-14.235004,-51.92528
Brazil,Paraguacu,51,1,1,0,7,0,4,0,51,1,BR,-14.235004,-51.92528
Peru,Paramonga,41,0,1,0,18,0,1,0,41,0,PE,-9.189967,-75.015152
United States of America,Parkville,56,1,1,0,44,0,4,0,56,1,USA,37.0902,-95.7129
United States of America,Pasadena,58,1,1,0,43,0,5,0,58,1,USA,37.0902,-95.7129
United States of America,Pataskala,45,0,1,0,32,0,7,0,45,0,USA,37.0902,-95.7129
Kazakhstan,Pavlodar,50,0,1,0,41,0,0,0,50,0,KZ,48.019573,66.923684
India,Payyannur,68,1,0,0,24,0,0,0,68,1,IN,20.593684,78.96288
United States of America,Pelham,46,0,1,0,46,0,2,0,31,0,USA,37.0902,-95.7129
Greece,Perama,67,1,1,0,44,0,2,0,67,1,GR,39.074208,21.824312
Mexico,Perote,77,1,3,0,7,0,8,0,77,1,MX,23.634501,-102.552784
Serbia,Petrovaradin,63,1,1,0,33,0,1,0,63,1,RS,44.016521,21.005859
Thailand,Phanom Thuan,42,0,0,0,19,0,0,0,42,0,TH,15.870032,100.992541
Thailand,Phatthalung,59,1,1,0,27,0,0,0,59,1,TH,15.870032,100.992541
Thailand,Phetchaburi,35,0,0,0,17,0,0,0,35,0,TH,15.870032,100.992541
India,Phillaur,444,5,2,0,111,2,1,0,391,5,IN,20.593684,78.96288
Egypt,Rosetta,60,1,2,0,60,1,3,0,55,1,EG,26.820553,30.802498
Italy,Rossano,48,0,1,0,48,0,0,0,12,0,IT,41.87194,12.56738
Russian Federation,Rostov,32,0,1,0,32,0,0,0,26,0,RF,61.524,105.3188
United Kingdom of Great Britain and Northern Ireland,Royton,56,1,0,0,32,0,1,0,56,1,UKI,55.3781,-3.436
Germany,Rudolstadt,32,0,1,0,32,0,1,0,30,0,DE,51.165691,10.451526
Czechia,Rumburk,29,0,0,0,29,0,2,0,29,0,CZH,49.8175,15.4724
Malawi,Rumphi,28,0,0,0,19,0,0,0,28,0,MW,-13.254308,34.301525
Switzerland,Ruti,34,0,1,0,25,0,2,0,34,0,CH,46.818188,8.227512
Brazil,Ruy Barbosa,18,0,0,0,8,0,0,0,18,0,BR,-14.235004,-51.92528
Serbia,Sabac,68,1,1,0,32,0,1,0,68,1,RS,44.016521,21.005859
Cuba,Sagua La Grande,89,1,1,0,22,0,1,0,89,1,CU,21.521757,-77.781167
India,Sahibganj,208,4,3,0,152,3,1,0,208,4,IN,20.593684,78.96288
United States of America,Saint Matthews,58,1,2,0,29,0,12,0,58,1,USA,37.0902,-95.7129
United States of America,Saint Pete Beach,53,1,1,0,40,0,6,0,53,1,USA,37.0902,-95.7129
Canada,Saint Thomas,35,0,1,0,35,0,3,0,34,0,CA,56.130366,-106.346771
France,Saint Cyr Sur Loire,37,0,1,0,25,0,2,0,37,0,FR,46.227638,2.213749
Belgium,Saint Nicolas,35,0,1,0,32,0,3,0,35,0,BE,50.503887,4.469936
France,Saint Quentin,39,0,1,0,25,0,2,0,39,0,FR,46.227638,2.213749
Saudi Arabia,Sakakah,122,2,1,0,49,0,0,0,122,2,SA,23.885942,45.079162
Japan,Sakurai,40,0,1,0,40,0,2,0,34,0,JP,36.204824,138.252924
United Kingdom of Great Britain and Northern Ireland,Salford,58,1,0,0,32,0,1,0,58,1,UKI,55.3781,-3.436
India,Salon,303,5,1,0,48,0,0,0,260,4,IN,20.593684,78.96288
Brazil,Salvador,30,0,0,0,16,0,1,0,30,0,BR,-14.235004,-51.92528
India,Sambhar,193,3,0,0,38,0,0,0,193,3,IN,20.593684,78.96288
Turkey,Samsun,36,0,1,0,36,0,0,0,30,0,TR,38.963745,35.243322
Indonesia,Prabumulih,49,0,1,0,30,0,0,0,49,0,ID,-0.789275,113.921327
Brazil,Presidente Prudente,32,0,1,0,14,0,1,0,32,0,BR,-14.235004,-51.92528
United States of America,Prichard,28,0,1,0,22,0,4,0,28,0,USA,37.0902,-95.7129
Canada,Prince George,21,0,1,0,21,0,1,0,13,0,CA,56.130366,-106.346771
Indonesia,Pringsewu,63,1,2,0,40,0,0,0,63,1,ID,-0.789275,113.921327
Peru,Pucallpa,30,0,1,0,1,0,0,0,30,0,PE,-9.189967,-75.015152
Spain,Puertollano,32,0,1,0,30,0,1,0,32,0,ES,40.463667,-3.74922
Mexico,Purepero,48,0,1,0,5,0,4,0,48,0,MX,23.634501,-102.552784
Israel,Qiryat Gat,80,1,1,0,62,1,4,0,80,1,IL,31.046051,34.851612
Chile,Quillota,182,3,14,0,1,0,23,0,182,3,CL,-35.675147,-71.542969
India,Rafiganj,356,5,1,0,60,1,0,0,284,4,IN,20.593684,78.96288
United States of America,Rahway,62,1,1,0,44,0,5,0,62,1,USA,37.0902,-95.7129
Bangladesh,Rajshahi,191,3,2,0,133,2,2,0,191,3,BD,23.684994,90.356331
India,Rajur,150,3,1,0,41,0,0,0,150,3,IN,20.593684,78.96288
Thailand,Phrai Bung,53,1,0,0,27,0,0,0,53,1,TH,15.870032,100.992541
India,Phulpur,226,4,1,0,48,0,1,0,226,4,IN,20.593684,78.96288
Brazil,Picos,16,0,0,0,12,0,0,0,16,0,BR,-14.235004,-51.92528
Finland,Pietarsaari,34,0,1,0,34,0,1,0,17,0,FI,61.92411,25.748151
Germany,Pirmasens,30,0,1,0,27,0,2,0,30,0,DE,51.165691,10.451526
United States of America,Plum,55,1,2,0,26,0,12,0,55,1,USA,37.0902,-95.7129
Benin,Pobe,73,1,1,0,20,0,1,0,73,1,BJ,9.30769,2.315834
Italy,Policoro,46,0,1,0,46,0,0,0,14,0,IT,41.87194,12.56738
Sierra Leone,Port Loko,48,0,1,0,16,0,0,0,48,0,SL,8.460555,-11.779889
Haiti,Port De Paix,103,2,1,0,25,0,1,0,103,2,HT,18.971187,-72.285215
Portugal,Porto Salvo,46,0,0,0,30,0,2,0,46,0,PT,39.399872,-8.224454
United States of America,Poughkeepsie,43,0,1,0,43,0,2,0,39,0,USA,37.0902,-95.7129
United States of America,Randallstown,52,1,1,0,44,0,4,0,52,1,USA,37.0902,-95.7129
India,Rania,500,5,1,0,40,0,0,0,464,5,IN,20.593684,78.96288
Thailand,Ranong,36,0,0,0,16,0,0,0,36,0,TH,15.870032,100.992541
Germany,Rathenow,39,0,0,0,39,0,0,0,23,0,DE,51.165691,10.451526
Russian Federation,Reutov,58,1,1,0,25,0,9,0,58,1,RF,61.524,105.3188
Brazil,Ribeira Do Pombal,24,0,0,0,7,0,1,0,24,0,BR,-14.235004,-51.92528
Brazil,Ribeirao Bonito,52,1,1,0,4,0,3,0,52,1,BR,-14.235004,-51.92528
United States of America,Richardson,56,1,1,0,21,0,6,0,56,1,USA,37.0902,-95.7129
United States of America,Richmond,76,1,2,0,15,0,17,0,76,1,USA,37.0902,-95.7129
Brazil,Rio Bonito,95,1,3,0,23,0,8,0,95,1,BR,-14.235004,-51.92528
Peru,Rioja,25,0,1,0,3,0,0,0,25,0,PE,-9.189967,-75.015152
France,Riom,40,0,1,0,30,0,1,0,40,0,FR,46.227638,2.213749
Lebanon,Riyaq,78,1,1,0,46,0,1,0,78,1,LB,33.854721,35.862285
Italy,Rocca Priora,47,0,1,0,47,0,2,0,27,0,IT,41.87194,12.56738
France,Rodez,42,0,1,0,31,0,1,0,42,0,FR,46.227638,2.213749
Brazil,Rolandia,39,0,1,0,14,0,2,0,39,0,BR,-14.235004,-51.92528
France,Romans Sur Isere,37,0,1,0,30,0,1,0,37,0,FR,46.227638,2.213749
Philippines,Romblon,50,0,1,0,23,0,0,0,50,0,PH,12.879721,121.774017
India,Dalmau,190,3,2,0,98,1,1,0,190,3,IN,20.593684,78.96288
United States of America,Daly City,62,1,1,0,18,0,13,0,62,1,USA,37.0902,-95.7129
India,Damnagar,152,3,0,0,29,0,0,0,152,3,IN,20.593684,78.96288
Thailand,Dan Khun Thot,56,1,1,0,31,0,0,0,56,1,TH,15.870032,100.992541
China,Dancheng,145,2,2,0,145,2,3,0,82,1,CN,35.86166,104.195397
India,Dankaur,292,4,3,0,136,2,3,0,292,4,IN,20.593684,78.96288
United Republic of Tanzania,Dareda,20,0,0,0,14,0,0,0,20,0,URM,-6.369028,34.888822
India,Dattapur,153,3,0,0,29,0,0,0,153,3,IN,20.593684,78.96288
Brazil,Delmiro Gouveia,25,0,0,0,9,0,1,0,25,0,BR,-14.235004,-51.92528
Uruguay,Delta Del Tigre,38,0,1,0,19,0,2,0,38,0,UY,-32.522779,-55.765835
India,Delvada,158,3,0,0,25,0,0,0,158,3,IN,20.593684,78.96288
Russian Federation,Desnogorsk,34,0,1,0,34,0,0,0,10,0,RF,61.524,105.3188
Turkey,Develi,46,0,1,0,29,0,0,0,46,0,TR,38.963745,35.243322
India,Dewa,173,3,3,0,159,3,1,0,173,3,IN,20.593684,78.96288
Turkey,Dinar,44,0,1,0,33,0,0,0,44,0,TR,38.963745,35.243322
Ukraine,Dniprorudne,39,0,1,0,39,0,0,0,12,0,UA,48.379433,31.16558
Benin,Dogbo,101,2,3,0,18,0,2,0,101,2,BJ,9.30769,2.315834
Russian Federation,Donskoye,37,0,1,0,37,0,0,0,30,0,RF,61.524,105.3188
United States of America,Dumas,60,1,1,0,22,0,3,0,60,1,USA,37.0902,-95.7129
United Republic of Tanzania,Dunda,23,0,0,0,17,0,0,0,23,0,URM,-6.369028,34.888822
United States of America,Dyersburg,93,1,1,0,24,0,5,0,93,1,USA,37.0902,-95.7129
United States of America,Eatontown,28,0,1,0,28,0,8,0,25,0,USA,37.0902,-95.7129
Mexico,Ebano,91,1,2,0,22,0,3,0,91,1,MX,23.634501,-102.552784
United States of America,El Campo,39,0,1,0,22,0,1,0,39,0,USA,37.0902,-95.7129
Mexico,El Pueblito,66,1,1,0,10,0,5,0,66,1,MX,23.634501,-102.552784
Bolivia (Plurinational State of),El Torno,6,0,0,0,5,0,0,0,6,0,BPA,-16.2902,-63.5887
United States of America,Ellicott City,44,0,1,0,27,0,10,0,44,0,USA,37.0902,-95.7129
Pakistan,Eminabad,153,3,3,0,153,3,1,0,152,3,PK,30.375321,69.345116
Japan,Ena,42,0,1,0,42,0,0,0,12,0,JP,36.204824,138.252924
Italy,Giussano,62,1,1,0,32,0,4,0,62,1,IT,41.87194,12.56738
United Kingdom of Great Britain and Northern Ireland,Glenrothes,35,0,1,0,22,0,6,0,35,0,UKI,55.3781,-3.436
United Kingdom of Great Britain and Northern Ireland,Glossop,27,0,1,0,25,0,3,0,27,0,UKI,55.3781,-3.436
Namibia,Gobabis,19,0,0,0,18,0,0,0,19,0,NMB,-22.95764,18.49041
India,Gobindapur,198,3,3,0,91,1,3,0,198,3,IN,20.593684,78.96288
India,Gobindpur,175,3,1,0,51,1,1,0,175,3,IN,20.593684,78.96288
Spain,Godella,33,0,1,0,33,0,1,0,28,0,ES,40.463667,-3.74922
India,Gohad,194,3,1,0,46,0,0,0,194,3,IN,20.593684,78.96288
India,Gohana,500,5,1,0,47,0,1,0,500,5,IN,20.593684,78.96288
Brazil,Goiatuba,37,0,1,0,3,0,3,0,37,0,BR,-14.235004,-51.92528
Netherlands,Goirle,30,0,0,0,30,0,2,0,27,0,NL,52.132633,5.291266
United States of America,Golden Glades,61,1,1,0,10,0,16,0,61,1,USA,37.0902,-95.7129
Poland,Goleniow,32,0,1,0,24,0,3,0,32,0,PL,51.919438,19.145136
Iran (Islamic Republic of),Gonbad E Qabus,84,1,1,0,45,0,0,0,84,1,IIM,32.4279,53.688
Russian Federation,Gorodishche,33,0,1,0,33,0,1,0,21,0,RF,61.524,105.3188
Japan,Gotsu,44,0,1,0,44,0,0,0,15,0,JP,36.204824,138.252924
Albania,Gramsh,68,1,1,0,39,0,1,0,68,1,AL,41.153332,20.168331
United States of America,Granger,57,1,2,0,21,0,11,0,57,1,USA,37.0902,-95.7129
United States of America,Grants Pass,29,0,1,0,29,0,2,0,27,0,USA,37.0902,-95.7129
France,Granville,30,0,1,0,30,0,3,0,25,0,FR,46.227638,2.213749
Mexico,Guasave,35,0,1,0,22,0,1,0,35,0,MX,23.634501,-102.552784
Germany,Guben,37,0,1,0,21,0,4,0,37,0,DE,51.165691,10.451526
Cameroon,Guider,76,1,3,0,8,0,1,0,76,1,CM,7.369722,12.354722
China,Guilin,90,1,3,0,46,0,3,0,90,1,CN,35.86166,104.195397
France,Guipavas,34,0,1,0,26,0,9,0,34,0,FR,46.227638,2.213749
United States of America,Fort Walton Beach,65,1,1,0,30,0,1,0,65,1,USA,37.0902,-95.7129
France,Fosses,29,0,0,0,28,0,2,0,29,0,FR,46.227638,2.213749
United States of America,Fountain Hills,37,0,1,0,27,0,8,0,37,0,USA,37.0902,-95.7129
United States of America,Fountain,72,1,1,0,29,0,3,0,72,1,USA,37.0902,-95.7129
Brazil,Francisco Morato,169,3,7,0,0,0,21,0,169,3,BR,-14.235004,-51.92528
Germany,Freiberg,36,0,1,0,25,0,3,0,36,0,DE,51.165691,10.451526
United States of America,Front Royal,46,0,1,0,37,0,2,0,46,0,USA,37.0902,-95.7129
Japan,Fuchu,71,1,1,0,71,1,3,0,49,0,JP,36.204824,138.252924
Germany,Gaggenau,29,0,0,0,29,0,2,0,26,0,DE,51.165691,10.451526
Israel,Gan Yavne,77,1,1,0,43,0,6,0,77,1,IL,31.046051,34.851612
India,Gauribidanur,48,0,0,0,24,0,0,0,48,0,IN,20.593684,78.96288
Spain,Gava,57,1,1,0,19,0,10,0,57,1,ES,40.463667,-3.74922
Italy,Gela,53,1,1,0,38,0,2,0,53,1,IT,41.87194,12.56738
Netherlands,Gennep,30,0,0,0,25,0,3,0,30,0,NL,52.132633,5.291266
Germany,Genthin,31,0,0,0,30,0,1,0,31,0,DE,51.165691,10.451526
Guyana,Georgetown,27,0,0,0,19,0,0,0,27,0,GY,4.860416,-58.93018
Germany,Gera,30,0,0,0,28,0,2,0,30,0,DE,51.165691,10.451526
India,Gevrai,120,2,1,0,30,0,0,0,120,2,IN,20.593684,78.96288
United States of America,Lake Jackson,25,0,0,0,24,0,2,0,25,0,USA,37.0902,-95.7129
United States of America,Lakeside,57,1,2,0,22,0,14,0,57,1,USA,37.0902,-95.7129
Thailand,Lam Luk Ka,66,1,1,0,28,0,1,0,66,1,TH,15.870032,100.992541
Philippines,Lamacan,70,1,1,0,21,0,0,0,70,1,PH,12.879721,121.774017
Iran (Islamic Republic of),Lar,105,2,1,0,49,0,0,0,105,2,IIM,32.4279,53.688
Brazil,Laranjeiras Do Sul,12,0,1,0,12,0,0,0,11,0,BR,-14.235004,-51.92528
China,Lasa,25,0,0,0,25,0,0,0,12,0,CN,35.86166,104.195397
India,Lasalgaon,129,2,0,0,30,0,0,0,129,2,IN,20.593684,78.96288
Germany,Lauda Konigshofen,32,0,1,0,27,0,3,0,32,0,DE,51.165691,10.451526
France,Le Port,42,0,1,0,28,0,0,0,42,0,FR,46.227638,2.213749
Brazil,Lencois Paulista,34,0,1,0,13,0,1,0,34,0,BR,-14.235004,-51.92528
Colombia,Lerida,60,1,2,0,8,0,4,0,60,1,CO,4.570868,-74.297333
Netherlands,Leusden,33,0,0,0,33,0,1,0,26,0,NL,52.132633,5.291266
United Kingdom of Great Britain and Northern Ireland,Lewes,37,0,1,0,12,0,13,0,37,0,UKI,55.3781,-3.436
Philippines,Lianga,50,0,1,0,20,0,0,0,50,0,PH,12.879721,121.774017
France,Libourne,46,0,1,0,26,0,2,0,46,0,FR,46.227638,2.213749
Germany,Limbach Oberfrohna,31,0,0,0,28,0,1,0,31,0,DE,51.165691,10.451526
Malaysia,Limbang,95,1,9,0,95,1,0,0,46,0,MY,4.210484,101.975766
China,Lishan,192,3,4,0,192,3,6,0,124,2,CN,35.86166,104.195397
Czechia,Litovel,49,0,1,0,24,0,2,0,49,0,CZH,49.8175,15.4724
Belgium,Lokeren,31,0,0,0,31,0,2,0,31,0,BE,50.503887,4.469936
Belgium,Londerzeel,34,0,0,0,29,0,3,0,34,0,BE,50.503887,4.469936
Netherlands,Loon Op Zand,32,0,0,0,27,0,3,0,32,0,NL,52.132633,5.291266
Congo,Loubomo,100,2,1,0,16,0,0,0,100,2,COG,-0.228,15.8277
Senegal,Louga,176,3,2,0,21,0,3,0,176,3,SN,14.497401,-14.452362
Poland,Lubin,35,0,1,0,20,0,3,0,35,0,PL,51.919438,19.145136
Poland,Lublin,32,0,1,0,32,0,1,0,28,0,PL,51.919438,19.145136
Indonesia,Lubuk Pakam,98,1,2,0,47,0,0,0,98,1,ID,-0.789275,113.921327
Philippines,Lucena,32,0,1,0,29,0,0,0,32,0,PH,12.879721,121.774017
India,Lunavada,164,3,1,0,35,0,0,0,164,3,IN,20.593684,78.96288
Ukraine,Lvov,61,1,1,0,29,0,1,0,61,1,UA,48.379433,31.16558
Brazil,Macapa,16,0,1,0,12,0,0,0,16,0,BR,-14.235004,-51.92528
Pakistan,Madeji,167,3,1,0,49,0,1,0,167,3,PK,30.375321,69.345116
Lesotho,Mafeteng,117,2,4,0,14,0,7,0,117,2,LS,-29.609988,28.233608
United States of America,Magnolia,56,1,1,0,25,0,2,0,56,1,USA,37.0902,-95.7129
United Republic of Tanzania,Magomeni,50,0,0,0,23,0,0,0,50,0,URM,-6.369028,34.888822
India,Mahbubabad,119,2,1,0,35,0,0,0,119,2,IN,20.593684,78.96288
India,Mahoba,180,3,1,0,45,0,0,0,180,3,IN,20.593684,78.96288
India,Maihar,171,3,1,0,36,0,0,0,171,3,IN,20.593684,78.96288
India,Mainpuri,434,5,1,0,53,1,1,0,362,5,IN,20.593684,78.96288
United States of America,Maitland,53,1,1,0,18,0,14,0,53,1,USA,37.0902,-95.7129
Ukraine,Makiyivka,50,0,1,0,24,0,11,0,50,0,UA,48.379433,31.16558
France,Malakoff,40,0,1,0,26,0,3,0,40,0,FR,46.227638,2.213749
Philippines,Malandag,55,1,1,0,19,0,0,0,55,1,PH,12.879721,121.774017
Benin,Malanville,34,0,1,0,18,0,1,0,34,0,BJ,9.30769,2.315834
Iran (Islamic Republic of),Malard,172,3,3,0,172,3,5,0,145,2,IIM,32.4279,53.688
Italy,Malnate,69,1,1,0,22,0,6,0,69,1,IT,41.87194,12.56738
Mongolia,Mandalgovi,38,0,0,0,38,0,0,0,34,0,MN,46.862496,103.846656
India,Mangawan,184,3,1,0,39,0,1,0,184,3,IN,20.593684,78.96288
Democratic Republic of the Congo,Manono,74,1,2,0,23,0,1,0,74,1,DRM,-4.0383,21.7587
Venezuela (Bolivarian Republic of),Maracaibo,118,2,1,0,17,0,4,0,118,2,VBL,6.4238,-66.5897
Italy,Marano Di Napoli,52,1,1,0,52,1,1,0,36,0,IT,41.87194,12.56738
India,Gunnaur,500,5,1,0,73,1,1,0,500,5,IN,20.593684,78.96288
Germany,Hagen,30,0,0,0,30,0,1,0,25,0,DE,51.165691,10.451526
China,Haian,207,4,4,0,207,4,3,0,150,3,CN,35.86166,104.195397
France,Halluin,35,0,0,0,28,0,2,0,35,0,FR,46.227638,2.213749
